rank,self,accum,count,method,trace
356,0.04%,70.74%,6,org.apache.fop.fonts.Font.hasChar,30141
357,0.04%,70.79%,6,org.apache.fop.util.CharUtilities$1$1.hasNext,30141
358,0.04%,70.83%,6,java.util.Arrays.copyOfRange,30141
359,0.04%,70.87%,6,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.addRecord,30147
360,0.04%,70.91%,6,java.util.ArrayList$Itr.checkForComodification,30150
361,0.04%,70.96%,6,java.lang.System.arraycopy,30150
362,0.04%,71.00%,6,org.apache.fop.fo.PropertyList.selectFromWritingMode,30152
363,0.04%,71.04%,6,org.apache.fop.fonts.Font.getRealFontMetrics,30154
364,0.04%,71.08%,6,java.lang.Integer.compare,30155
365,0.04%,71.12%,6,java.lang.Integer.<init>,30156
366,0.04%,71.17%,6,org.apache.fop.fo.StaticPropertyList.get,30158
367,0.04%,71.21%,6,java.util.zip.ZipFile.getEntry,30160
368,0.04%,71.25%,6,org.apache.fop.fonts.base14.Helvetica.getWidth,30168
369,0.04%,71.29%,6,org.apache.fop.pdf.PDFTextUtil.writeChar,30170
370,0.04%,71.33%,6,java.util.ArrayList.ensureExplicitCapacity,30173
371,0.04%,71.38%,6,java.util.ArrayList.get,30173
372,0.04%,71.42%,6,java.lang.Integer.compareTo,30182
373,0.04%,71.46%,6,org.apache.fop.layoutmgr.BreakingAlgorithm.getElement,30184
374,0.04%,71.50%,6,java.lang.System.arraycopy,30188
375,0.04%,71.54%,6,java.lang.StringBuffer.charAt,30189
376,0.04%,71.59%,6,org.apache.fop.fo.PropertyList.get,30203
377,0.04%,71.63%,6,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30205
378,0.04%,71.67%,6,java.lang.String.hashCode,30205
379,0.04%,71.71%,6,java.util.Arrays.copyOfRange,30207
380,0.04%,71.76%,6,java.nio.HeapCharBuffer.ix,30208
381,0.04%,71.80%,6,java.util.ArrayList.rangeCheck,30209
382,0.04%,71.84%,6,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30212
383,0.04%,71.88%,6,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.addRecord,30212
384,0.04%,71.92%,6,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30223
385,0.04%,71.97%,6,java.nio.HeapCharBuffer.get,30231
386,0.04%,72.01%,6,java.util.ArrayList$Itr.next,30236
387,0.04%,72.04%,5,java.lang.String.intern,30058
388,0.04%,72.08%,5,java.lang.AbstractStringBuilder.<init>,30099
389,0.04%,72.11%,5,org.apache.fop.render.pdf.PDFPainter.drawTextWithDX,30102
390,0.04%,72.15%,5,java.util.ArrayList.elementData,30104
391,0.04%,72.18%,5,java.util.TreeMap.colorOf,30105
392,0.04%,72.22%,5,org.apache.fop.traits.MinOptMax.plus,30106
393,0.04%,72.25%,5,org.apache.fop.traits.MinOptMax.plus,30111
394,0.04%,72.29%,5,java.util.Arrays.copyOfRange,30112
395,0.04%,72.32%,5,org.apache.fop.traits.MinOptMax.<init>,30119
396,0.04%,72.36%,5,org.apache.fop.layoutmgr.BreakingAlgorithm.computeAdjustmentRatio,30122
397,0.04%,72.39%,5,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.initWord,30124
398,0.04%,72.43%,5,java.util.logging.Logger.isLoggable,30126
399,0.04%,72.46%,5,java.util.ArrayList$Itr.hasNext,30129
400,0.04%,72.50%,5,org.apache.fop.fo.properties.PropertyMaker.getPropId,30129
401,0.04%,72.54%,5,org.apache.fop.text.linebreak.LineBreakUtils.getLineBreakProperty,30130
402,0.04%,72.57%,5,org.apache.fop.layoutmgr.BreakingAlgorithm.handleGlueAt,30139
403,0.04%,72.61%,5,org.apache.fop.apps.FopFactoryBuilder$FopFactoryConfigImpl.isBreakIndentInheritanceOnReferenceAreaBoundary,30139
404,0.04%,72.64%,5,java.lang.Integer.toString,30141
405,0.04%,72.68%,5,java.lang.System.arraycopy,30143
406,0.04%,72.71%,5,org.apache.fop.util.CharUtilities$1$1.hasNext,30144
407,0.04%,72.75%,5,org.apache.fop.fonts.base14.Helvetica.getWidth,30155
408,0.04%,72.78%,5,java.lang.AbstractStringBuilder.<init>,30163
409,0.04%,72.82%,5,java.lang.System.arraycopy,30164
410,0.04%,72.85%,5,org.apache.xml.serializer.ToStream.writeAttrString,30167
411,0.04%,72.89%,5,org.apache.fop.fo.FONode.attachSiblings,30168
412,0.04%,72.92%,5,org.apache.fop.fonts.base14.TimesRoman.hasChar,30170
413,0.04%,72.96%,5,java.nio.HeapCharBuffer.get,30171
414,0.04%,72.99%,5,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.getMinDemerits,30171
415,0.04%,73.03%,5,java.nio.HeapCharBuffer.get,30177
416,0.04%,73.06%,5,org.apache.fop.events.EventFormatter.getBundle,30181
417,0.04%,73.10%,5,java.util.Arrays.copyOf,30185
418,0.04%,73.13%,5,java.lang.String.equals,30187
419,0.04%,73.17%,5,org.apache.fop.fonts.GlyphMapping.processWordNoMapping,30189
420,0.04%,73.20%,5,org.apache.fop.fonts.Typeface.notifyMapOperation,30196
421,0.04%,73.24%,5,java.util.ArrayList$Itr.checkForComodification,30196
422,0.04%,73.27%,5,java.util.ArrayList$Itr.next,30204
423,0.04%,73.31%,5,org.apache.fop.layoutmgr.KnuthPenalty.getPenalty,30210
424,0.04%,73.34%,5,java.util.Arrays.copyOfRange,30214
425,0.04%,73.38%,5,org.apache.fop.fo.PropertyList.get,30214
426,0.04%,73.41%,5,org.apache.fop.layoutmgr.inline.LineLayoutManager$LineBreakingAlgorithm.makeLineBreakPosition,30222
427,0.04%,73.45%,5,org.apache.xerces.util.SymbolTable$Entry.<init>,30223
428,0.04%,73.48%,5,java.util.ArrayList.<init>,30226
429,0.04%,73.52%,5,org.apache.fop.fo.PropertyList.get,30231
430,0.04%,73.55%,5,java.lang.AbstractStringBuilder.append,30243
431,0.04%,73.59%,5,java.lang.System.arraycopy,30246
432,0.04%,73.62%,5,org.apache.batik.css.engine.StyleDeclaration.<init>,30256
433,0.04%,73.66%,5,org.apache.fop.layoutmgr.BreakingAlgorithm.handleElementAt,30258
434,0.04%,73.69%,5,org.apache.fop.fo.properties.FixedLength.getValue,30258
435,0.04%,73.73%,5,java.nio.HeapCharBuffer.ix,30262
436,0.04%,73.76%,5,org.apache.fop.layoutmgr.BreakingAlgorithm.addBreaks,30263
437,0.04%,73.80%,5,java.util.logging.Logger.isLoggable,30273
438,0.04%,73.83%,5,org.apache.fop.util.CharUtilities.isExplicitBreak,30277
439,0.04%,73.87%,5,java.util.Arrays.copyOfRange,30285
440,0.04%,73.90%,5,java.util.LinkedList.toArray,30290
441,0.03%,73.93%,4,java.lang.ClassLoader.findBootstrapClass,30007
442,0.03%,73.96%,4,java.util.zip.ZipCoder.getBytes,30053
443,0.03%,73.99%,4,java.util.Arrays.copyOfRange,30076
444,0.03%,74.02%,4,java.lang.AbstractStringBuilder.<init>,30095
445,0.03%,74.04%,4,org.apache.fop.layoutmgr.table.TableCellLayoutManager.addAreas,30095
446,0.03%,74.07%,4,org.apache.xerces.impl.io.UTF8Reader.read,30097
447,0.03%,74.10%,4,org.apache.fop.fo.properties.PropertyMaker.findProperty,30098
448,0.03%,74.13%,4,org.apache.fop.fo.PropertyList.selectFromWritingMode,30098
449,0.03%,74.16%,4,java.lang.Float.floatToRawIntBits,30106
450,0.03%,74.19%,4,org.apache.batik.gvt.CompositeGraphicsNode.ensureCapacity,30108
451,0.03%,74.21%,4,java.util.Arrays.copyOfRange,30109
452,0.03%,74.24%,4,java.util.HashMap.resize,30109
453,0.03%,74.27%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.findBreakingPoints,30111
454,0.03%,74.30%,4,java.lang.System.arraycopy,30112
455,0.03%,74.33%,4,java.lang.String.charAt,30114
456,0.03%,74.35%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30115
457,0.03%,74.38%,4,java.util.ArrayList.rangeCheck,30116
458,0.03%,74.41%,4,java.lang.Integer.toString,30118
459,0.03%,74.44%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.computeDifference,30119
460,0.03%,74.47%,4,java.nio.HeapCharBuffer.get,30120
461,0.03%,74.49%,4,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.addLetterAdjust,30122
462,0.03%,74.52%,4,java.lang.Character.isLowSurrogate,30123
463,0.03%,74.55%,4,java.util.TreeMap$Entry.<init>,30123
464,0.03%,74.58%,4,org.apache.fop.layoutmgr.BreakingAlgorithm$FitnessClasses.computeFitness,30125
465,0.03%,74.61%,4,org.apache.fop.fonts.FontSelector.selectFontForCharactersInText,30126
466,0.03%,74.63%,4,org.apache.fop.layoutmgr.BreakingAlgorithm$FitnessClasses.computeFitness,30126
467,0.03%,74.66%,4,java.nio.HeapCharBuffer.get,30127
468,0.03%,74.69%,4,java.lang.System.arraycopy,30132
469,0.03%,74.72%,4,org.apache.xerces.util.XMLAttributesImpl.<init>,30132
470,0.03%,74.75%,4,java.lang.System.identityHashCode,30134
471,0.03%,74.78%,4,java.lang.System.identityHashCode,30134
472,0.03%,74.80%,4,java.util.logging.Level.intValue,30135
473,0.03%,74.83%,4,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.createTextArea,30137
474,0.03%,74.86%,4,java.lang.System.identityHashCode,30138
475,0.03%,74.89%,4,java.lang.String.equals,30140
476,0.03%,74.92%,4,java.util.regex.Pattern$Slice.match,30143
477,0.03%,74.94%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30147
478,0.03%,74.97%,4,org.apache.fop.util.CharUtilities.isNonBreakableSpace,30148
479,0.03%,75.00%,4,org.apache.fop.layoutmgr.BreakingAlgorithm$KnuthNode.<init>,30148
480,0.03%,75.03%,4,org.apache.fop.layoutmgr.ListElement.isBox,30148
481,0.03%,75.06%,4,org.apache.fop.layoutmgr.inline.TextLayoutManager.<init>,30149
482,0.03%,75.08%,4,java.lang.Float.floatToRawIntBits,30151
483,0.03%,75.11%,4,java.util.Arrays.copyOfRange,30151
484,0.03%,75.14%,4,org.apache.fop.fo.properties.CommonBorderPaddingBackground.<init>,30152
485,0.03%,75.17%,4,org.apache.fop.util.CharUtilities.isExplicitBreak,30156
486,0.03%,75.20%,4,org.apache.fop.render.intermediate.IFRenderer$TextUtil.access$102,30156
487,0.03%,75.22%,4,org.apache.fop.layoutmgr.KnuthPossPosIter.checkNext,30156
488,0.03%,75.25%,4,java.lang.Throwable.fillInStackTrace,30159
489,0.03%,75.28%,4,java.lang.AbstractStringBuilder.<init>,30160
490,0.03%,75.31%,4,org.apache.fop.fonts.FontTriplet.getWeight,30162
491,0.03%,75.34%,4,org.apache.fop.fo.properties.PropertyMaker.get,30163
492,0.03%,75.37%,4,java.nio.Buffer.limit,30164
493,0.03%,75.39%,4,org.apache.fop.fo.FObj.getPropertyMakerFor,30164
494,0.03%,75.42%,4,org.apache.fop.complexscripts.bidi.UnicodeBidiAlgorithm.convertToScalar,30166
495,0.03%,75.45%,4,java.lang.Thread.currentThread,30167
496,0.03%,75.48%,4,java.util.Arrays.copyOfRange,30168
497,0.03%,75.51%,4,org.apache.fop.layoutmgr.inline.LineLayoutManager.addInlineArea,30168
498,0.03%,75.53%,4,org.apache.fop.complexscripts.bidi.UnicodeBidiAlgorithm.convertToScalar,30169
499,0.03%,75.56%,4,java.nio.Buffer.remaining,30173
500,0.03%,75.59%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.getNode,30174
501,0.03%,75.62%,4,org.apache.fop.fonts.base14.TimesRoman.hasChar,30176
502,0.03%,75.65%,4,java.lang.Integer.valueOf,30176
503,0.03%,75.67%,4,java.util.regex.Pattern$Start.match,30179
504,0.03%,75.70%,4,java.util.Arrays.copyOfRange,30183
505,0.03%,75.73%,4,java.awt.Color.getRGBComponents,30186
506,0.03%,75.76%,4,org.apache.fop.util.CharUtilities$1$1.<init>,30186
507,0.03%,75.79%,4,org.apache.fop.complexscripts.bidi.UnicodeBidiAlgorithm.resolveLevels,30187
508,0.03%,75.81%,4,java.util.regex.Matcher.<init>,30187
509,0.03%,75.84%,4,java.awt.Color.equals,30188
510,0.03%,75.87%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30188
511,0.03%,75.90%,4,java.lang.Character.isHighSurrogate,30189
512,0.03%,75.93%,4,java.util.ArrayList$Itr.next,30190
513,0.03%,75.96%,4,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.addRecord,30191
514,0.03%,75.98%,4,java.lang.AbstractStringBuilder.<init>,30191
515,0.03%,76.01%,4,java.lang.Double.doubleToRawLongBits,30192
516,0.03%,76.04%,4,org.apache.fop.fonts.base14.TimesRoman.mapChar,30193
517,0.03%,76.07%,4,java.nio.Buffer.limit,30194
518,0.03%,76.10%,4,org.apache.fop.fo.properties.CompoundPropertyMaker.makeCompound,30200
519,0.03%,76.12%,4,org.apache.fop.layoutmgr.inline.TextLayoutManager.getNextKnuthElements,30202
520,0.03%,76.15%,4,java.util.LinkedList.toArray,30203
521,0.03%,76.18%,4,java.lang.Float.floatToRawIntBits,30203
522,0.03%,76.21%,4,org.apache.fop.area.Area.getBidiLevel,30203
523,0.03%,76.24%,4,org.apache.fop.fonts.FontSelector.selectFontForCharactersInText,30204
524,0.03%,76.26%,4,org.apache.fop.fonts.base14.Helvetica.mapChar,30204
525,0.03%,76.29%,4,org.apache.fop.layoutmgr.inline.TextLayoutManager.addMappingAreas,30207
526,0.03%,76.32%,4,org.apache.xalan.transformer.TransformerIdentityImpl.characters,30207
527,0.03%,76.35%,4,org.apache.fop.traits.MinOptMax.getInstance,30208
528,0.03%,76.38%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30209
529,0.03%,76.40%,4,java.nio.Buffer.limit,30209
530,0.03%,76.43%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.handleBox,30209
531,0.03%,76.46%,4,java.util.ArrayList.add,30210
532,0.03%,76.49%,4,org.apache.fop.fonts.Font.getCharWidth,30212
533,0.03%,76.52%,4,org.apache.batik.util.DoublyIndexedTable.<init>,30215
534,0.03%,76.54%,4,java.util.Arrays.copyOfRange,30216
535,0.03%,76.57%,4,java.util.Arrays.copyOfRange,30217
536,0.03%,76.60%,4,java.util.ArrayList.<init>,30218
537,0.03%,76.63%,4,java.lang.Double.doubleToRawLongBits,30219
538,0.03%,76.66%,4,org.apache.fop.fonts.AbstractCodePointMapping.mapChar,30226
539,0.03%,76.69%,4,java.util.ArrayList$Itr.next,30232
540,0.03%,76.71%,4,org.apache.fop.layoutmgr.Position.<init>,30232
541,0.03%,76.74%,4,org.apache.fop.fonts.GlyphMapping.processWordNoMapping,30235
542,0.03%,76.77%,4,org.apache.fop.layoutmgr.ListElement.isForcedBreak,30244
543,0.03%,76.80%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.handleElementAt,30247
544,0.03%,76.83%,4,java.lang.System.arraycopy,30247
545,0.03%,76.85%,4,org.apache.xerces.util.XMLChar.isContent,30249
546,0.03%,76.88%,4,org.apache.fop.layoutmgr.inline.TextLayoutManager.addAreas,30250
547,0.03%,76.91%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30251
548,0.03%,76.94%,4,java.lang.AbstractStringBuilder.<init>,30259
549,0.03%,76.97%,4,java.util.Vector.<init>,30260
550,0.03%,76.99%,4,java.util.HashMap.hash,30263
551,0.03%,77.02%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30269
552,0.03%,77.05%,4,java.util.Calendar.<init>,30278
553,0.03%,77.08%,4,java.lang.Object.getClass,30280
554,0.03%,77.11%,4,org.apache.xerces.impl.io.UTF8Reader.read,30281
555,0.03%,77.13%,4,java.lang.AbstractStringBuilder.appendCodePoint,30285
556,0.03%,77.16%,4,org.apache.fop.pdf.PDFTextUtil.writeTJMappedCodePoint,30288
557,0.03%,77.19%,4,org.apache.fop.layoutmgr.BreakingAlgorithm.activateNode,30293
558,0.03%,77.22%,4,org.apache.fop.layoutmgr.KnuthPenalty.isForcedBreak,30298
559,0.03%,77.25%,4,org.apache.fop.fo.properties.PropertyMaker.findProperty,30299
560,0.03%,77.28%,4,org.apache.fop.fonts.AbstractCodePointMapping.mapChar,30300
561,0.03%,77.30%,4,java.util.Arrays.copyOfRange,30308
562,0.03%,77.33%,4,java.nio.HeapCharBuffer.get,30309
563,0.03%,77.36%,4,org.apache.fop.fo.FONode.getFOEventHandler,30315
564,0.02%,77.38%,3,sun.misc.Unsafe.getInt,30039
565,0.02%,77.40%,3,java.nio.HeapByteBuffer.<init>,30044
566,0.02%,77.42%,3,java.util.zip.Inflater.inflateBytes,30044
567,0.02%,77.44%,3,java.lang.System.arraycopy,30057
568,0.02%,77.46%,3,java.lang.String.toCharArray,30058
569,0.02%,77.49%,3,java.util.Arrays.copyOfRange,30058
570,0.02%,77.51%,3,java.util.Arrays.copyOfRange,30078
571,0.02%,77.53%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30094
572,0.02%,77.55%,3,java.util.Arrays.copyOfRange,30096
573,0.02%,77.57%,3,java.util.logging.Level.intValue,30097
574,0.02%,77.59%,3,java.util.regex.Matcher.group,30100
575,0.02%,77.61%,3,java.util.Arrays.copyOfRange,30100
576,0.02%,77.63%,3,org.apache.fop.render.pdf.PDFPainter.selectAndMapSingleByteFont,30100
577,0.02%,77.65%,3,java.util.ArrayList$Itr.checkForComodification,30102
578,0.02%,77.68%,3,java.lang.Integer.compareTo,30102
579,0.02%,77.70%,3,java.text.DecimalFormatSymbols.initialize,30103
580,0.02%,77.72%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.addBreaks,30104
581,0.02%,77.74%,3,java.util.ArrayList$Itr.next,30105
582,0.02%,77.76%,3,java.lang.Object.hashCode,30105
583,0.02%,77.78%,3,java.lang.System.arraycopy,30107
584,0.02%,77.80%,3,java.lang.Float.floatToRawIntBits,30108
585,0.02%,77.82%,3,java.util.Arrays.copyOfRange,30108
586,0.02%,77.84%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.handleGlueAt,30114
587,0.02%,77.87%,3,org.apache.fop.util.CharUtilities$1$1.next,30115
588,0.02%,77.89%,3,java.lang.Math.abs,30115
589,0.02%,77.91%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30116
590,0.02%,77.93%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.computeDifference,30116
591,0.02%,77.95%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.activateNode,30116
592,0.02%,77.97%,3,org.apache.fop.render.intermediate.IFRenderer.renderTextWithAdjustments,30118
593,0.02%,77.99%,3,org.apache.fop.fonts.GlyphMapping.processWordNoMapping,30120
594,0.02%,78.01%,3,org.apache.fop.fonts.Font.hasChar,30120
595,0.02%,78.03%,3,org.apache.fop.traits.MinOptMax.plus,30125
596,0.02%,78.05%,3,org.apache.fop.util.CharUtilities.codepointsIter,30125
597,0.02%,78.08%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.handleElementAt,30126
598,0.02%,78.10%,3,org.apache.fop.fonts.Font.hasCodePoint,30127
599,0.02%,78.12%,3,java.lang.AbstractStringBuilder.<init>,30128
600,0.02%,78.14%,3,java.util.zip.ZipFile.read,30129
601,0.02%,78.16%,3,org.apache.fop.fo.properties.CondLengthProperty.<init>,30129
602,0.02%,78.18%,3,java.util.Arrays.copyOfRange,30130
603,0.02%,78.20%,3,java.lang.String.charAt,30130
604,0.02%,78.22%,3,java.util.Arrays.copyOfRange,30132
605,0.02%,78.24%,3,java.lang.StringBuffer.appendCodePoint,30135
606,0.02%,78.27%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.getLineWidth,30136
607,0.02%,78.29%,3,java.nio.CharBuffer.<init>,30138
608,0.02%,78.31%,3,org.apache.fop.layoutmgr.inline.TextLayoutManager.getNextKnuthElements,30138
609,0.02%,78.33%,3,org.apache.fop.layoutmgr.SpaceResolver.<init>,30138
610,0.02%,78.35%,3,java.nio.Buffer.remaining,30141
611,0.02%,78.37%,3,org.apache.fop.fonts.Font.hasCodePoint,30145
612,0.02%,78.39%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30145
613,0.02%,78.41%,3,org.apache.fop.layoutmgr.inline.LineLayoutManager.addChildArea,30146
614,0.02%,78.43%,3,org.apache.fop.util.CharUtilities.isFixedWidthSpace,30147
615,0.02%,78.46%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.createNode,30147
616,0.02%,78.48%,3,java.lang.StringBuffer.length,30150
617,0.02%,78.50%,3,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.setText,30151
618,0.02%,78.52%,3,org.apache.fop.fonts.FontInfo.getFontInstance,30155
619,0.02%,78.54%,3,java.lang.System.arraycopy,30158
620,0.02%,78.56%,3,java.lang.AbstractStringBuilder.append,30162
621,0.02%,78.58%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.initialize,30164
622,0.02%,78.60%,3,java.util.ArrayList.<init>,30164
623,0.02%,78.62%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.handleGlueAt,30165
624,0.02%,78.64%,3,org.apache.xml.serializer.CharInfo.shouldMapAttrChar,30166
625,0.02%,78.67%,3,java.lang.AbstractStringBuilder.<init>,30167
626,0.02%,78.69%,3,java.util.LinkedList.linkLast,30168
627,0.02%,78.71%,3,java.nio.HeapCharBuffer.ix,30168
628,0.02%,78.73%,3,java.lang.StringBuilder.<init>,30169
629,0.02%,78.75%,3,java.util.HashMap.resize,30169
630,0.02%,78.77%,3,org.apache.fop.render.intermediate.IFRenderer.renderTextWithAdjustments,30171
631,0.02%,78.79%,3,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.getDemerits,30172
632,0.02%,78.81%,3,org.apache.fop.fo.properties.CorrespondingPropertyMaker.getWMPropertyList,30172
633,0.02%,78.83%,3,java.nio.Buffer.limit,30173
634,0.02%,78.86%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.addBreaks,30173
635,0.02%,78.88%,3,java.nio.Buffer.checkIndex,30173
636,0.02%,78.90%,3,org.apache.fop.fonts.FontTriplet.equals,30175
637,0.02%,78.92%,3,org.apache.fop.traits.MinOptMax.<init>,30175
638,0.02%,78.94%,3,java.text.DecimalFormatSymbols.getInstance,30175
639,0.02%,78.96%,3,java.util.ArrayList.add,30177
640,0.02%,78.98%,3,org.apache.fop.layoutmgr.PageProvider.getAvailableBPD,30177
641,0.02%,79.00%,3,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.addLetterAdjust,30177
642,0.02%,79.02%,3,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.isHyphenated,30178
643,0.02%,79.04%,3,org.apache.fop.fo.flow.table.FixedColRowGroupBuilder.addTableCell,30179
644,0.02%,79.07%,3,java.util.Arrays.copyOfRange,30182
645,0.02%,79.09%,3,org.apache.fop.util.CharUtilities.isNonBreakableSpace,30182
646,0.02%,79.11%,3,org.apache.xerces.impl.XMLEntityScanner.scanLiteral,30185
647,0.02%,79.13%,3,org.apache.fop.fo.StaticPropertyList.get,30187
648,0.02%,79.15%,3,java.util.AbstractList.<init>,30188
649,0.02%,79.17%,3,org.apache.fop.layoutmgr.KnuthPenalty.isForcedBreak,30189
650,0.02%,79.19%,3,org.apache.fop.fonts.Font.hasCodePoint,30190
651,0.02%,79.21%,3,java.lang.Long.toUnsignedString0,30190
652,0.02%,79.23%,3,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.getNode,30191
653,0.02%,79.26%,3,org.apache.xerces.impl.XMLEntityScanner.peekChar,30192
654,0.02%,79.28%,3,org.apache.fop.fonts.Font.hasCodePoint,30192
655,0.02%,79.30%,3,java.nio.HeapCharBuffer.subSequence,30195
656,0.02%,79.32%,3,java.util.LinkedList.linkFirst,30196
657,0.02%,79.34%,3,org.apache.fop.fonts.base14.Helvetica.hasChar,30197
658,0.02%,79.36%,3,java.lang.String.toCharArray,30198
659,0.02%,79.38%,3,java.util.LinkedList.linkLast,30198
660,0.02%,79.40%,3,java.lang.AbstractStringBuilder.<init>,30199
661,0.02%,79.42%,3,org.apache.fop.fonts.base14.Helvetica.mapChar,30201
662,0.02%,79.45%,3,org.apache.fop.render.intermediate.IFRenderer.renderTextWithAdjustments,30202
663,0.02%,79.47%,3,java.util.ArrayList.size,30202
664,0.02%,79.49%,3,java.io.FileInputStream.read0,30203
665,0.02%,79.51%,3,java.lang.String.equals,30204
666,0.02%,79.53%,3,java.lang.System.arraycopy,30204
667,0.02%,79.55%,3,org.apache.fop.layoutmgr.ListElement.isGlue,30205
668,0.02%,79.57%,3,org.apache.xml.serializer.WriterToUTF8Buffered.write,30205
669,0.02%,79.59%,3,org.apache.xmlgraphics.java2d.TransformStackElement.createGeneralTransformElement,30206
670,0.02%,79.61%,3,org.apache.fop.layoutmgr.list.ListItemLayoutManager.getCombinedKnuthElementsForListItem,30207
671,0.02%,79.63%,3,java.nio.Buffer.checkIndex,30208
672,0.02%,79.66%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30209
673,0.02%,79.68%,3,org.apache.fop.util.CharUtilities.isExplicitBreak,30210
674,0.02%,79.70%,3,java.util.AbstractList.<init>,30211
675,0.02%,79.72%,3,org.apache.fop.layoutmgr.PositionIterator.next,30211
676,0.02%,79.74%,3,java.nio.HeapCharBuffer.<init>,30212
677,0.02%,79.76%,3,org.apache.fop.layoutmgr.KnuthPenalty.getPenalty,30213
678,0.02%,79.78%,3,org.apache.fop.layoutmgr.inline.TextLayoutManager.addMappingAreas,30213
679,0.02%,79.80%,3,sun.misc.Unsafe.getObjectVolatile,30213
680,0.02%,79.82%,3,org.apache.fop.util.CharUtilities$1$1.next,30213
681,0.02%,79.85%,3,sun.misc.FloatingDecimal.readJavaFormatString,30213
682,0.02%,79.87%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.findBreakingPoints,30216
683,0.02%,79.89%,3,java.util.ArrayList.size,30217
684,0.02%,79.91%,3,java.lang.Object.clone,30218
685,0.02%,79.93%,3,java.lang.AbstractStringBuilder.<init>,30218
686,0.02%,79.95%,3,java.lang.AbstractStringBuilder.<init>,30219
687,0.02%,79.97%,3,java.lang.String.charAt,30220
688,0.02%,79.99%,3,java.lang.Integer.compare,30221
689,0.02%,80.01%,3,org.apache.fop.fonts.base14.Helvetica.hasChar,30222
690,0.02%,80.04%,3,java.nio.CharBuffer.charAt,30222
691,0.02%,80.06%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.getElement,30222
692,0.02%,80.08%,3,java.nio.Buffer.remaining,30223
693,0.02%,80.10%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30223
694,0.02%,80.12%,3,java.util.ArrayList.calculateCapacity,30223
695,0.02%,80.14%,3,java.util.Arrays.copyOfRange,30225
696,0.02%,80.16%,3,java.lang.Integer.<init>,30225
697,0.02%,80.18%,3,java.nio.Buffer.position,30226
698,0.02%,80.20%,3,org.apache.fop.fo.PropertyList.get,30228
699,0.02%,80.22%,3,org.apache.fop.area.Area.<init>,30228
700,0.02%,80.25%,3,java.io.ByteArrayOutputStream.<init>,30230
701,0.02%,80.27%,3,org.apache.fop.fo.properties.CondLengthProperty.<init>,30233
702,0.02%,80.29%,3,java.lang.AbstractStringBuilder.ensureCapacityInternal,30234
703,0.02%,80.31%,3,org.apache.fop.fo.StaticPropertyList.get,30235
704,0.02%,80.33%,3,org.apache.fop.layoutmgr.list.ListItemLayoutManager.getCombinedKnuthElementsForListItem,30235
705,0.02%,80.35%,3,org.apache.fop.fonts.FontInfo.fontLookup,30235
